"matchNo","team","batsman","dismissal","runs","balls","minutes","fours","sixes","strikeRate"
"44","Mumbai Indians","Krish Bhagat","not out","3","6","14","0","0","50"
"44","Mumbai Indians","TA Boult","not out","7","2","3","0","1","350"
"44","Chennai Super Kings","SV Samson †","c †Rickelton b Bumrah","11","9","8","2","0","122.22"
"44","Chennai Super Kings","RD Gaikwad (c)","not out","67","48","93","5","2","139.58"
"44","Chennai Super Kings","UM Patel","b Ghazanfar","24","12","19","2","2","200"
"44","Chennai Super Kings","Kartik Sharma","not out","54","40","63","4","3","135"
"45","Sunrisers Hyderabad","Abhishek Sharma","c Green b Kartik Tyagi","15","10","16","1","1","150"
"45","Sunrisers Hyderabad","TM Head","c Green b Varun","61","28","42","9","3","217.85"
"45","Sunrisers Hyderabad","Ishan Kishan †","c Roy b Narine","42","29","65","4","2","144.82"
"45","Sunrisers Hyderabad","H Klaasen","c Powell b Green","11","8","7","1","1","137.5"
"45","Sunrisers Hyderabad","R Smaran","c Rahane b Varun","4","4","4","1","0","100"
"45","Sunrisers Hyderabad","AU Verma","c Rahane b Varun","6","8","13","1","0","75"
"45","Sunrisers Hyderabad","S Arora","b Narine","2","6","7","0","0","33.33"
"45","Sunrisers Hyderabad","PJ Cummins (c)","c & b Roy","10","8","8","0","1","125"
"45","Sunrisers Hyderabad","Shivang Kumar","c †Raghuvanshi b Arora","1","2","7","0","0","50"
"45","Sunrisers Hyderabad","HV Patel","c Arora b Kartik Tyagi","6","5","12","1","0","120"
"45","Sunrisers Hyderabad","E Malinga","not out","2","6","9","0","0","33.33"
"45","Kolkata Knight Riders","AM Rahane (c)","c Smaran b Sakib Hussain","43","36","76","4","1","119.44"
"45","Kolkata Knight Riders","FH Allen","c Klaasen b Cummins","29","13","19","3","2","223.07"
"45","Kolkata Knight Riders","A Raghuvanshi †","c Malinga b Shivang Kumar","59","47","67","5","2","125.53"
"45","Kolkata Knight Riders","RK Singh","not out","22","11","20","2","1","200"
"45","Kolkata Knight Riders","C Green","not out","3","3","10","0","0","100"
"46","Punjab Kings","P Arya","c Sindhu b Mohammed Siraj","2","2","2","0","0","100"
"46","Punjab Kings","Prabhsimran Singh †","c Suthar b Rabada","15","14","29","2","0","107.14"
"46","Punjab Kings","CPL Connolly","c †Buttler b Mohammed Siraj","0","1","1","0","0","0"
"46","Punjab Kings","SS Iyer (c)","b Holder","19","21","40","3","0","90.47"
"46","Punjab Kings","N Wadhera","c †Buttler b Holder","0","6","5","0","0","0"
"46","Punjab Kings","Suryansh Shedge","c †Buttler b Rabada","57","29","44","3","5","196.55"
"46","Punjab Kings","MP Stoinis","c Washington Sundar b Holder","40","31","46","5","1","129.03"
"46","Punjab Kings","M Jansen","c Shubman Gill b Rashid Khan","20","11","25","1","1","181.81"
"46","Punjab Kings","XC Bartlett","b Holder","0","1","1","0","0","0"
"46","Punjab Kings","V Vyshak","not out","1","3","12","0","0","33.33"
"46","Punjab Kings","Arshdeep Singh","not out","1","1","1","0","0","100"
"46","Gujarat Titans","B Sai Sudharsan","c Bartlett b Vyshak","57","41","77","5","1","139.02"
"46","Gujarat Titans","Shubman Gill (c)","c Connolly b Arshdeep Singh","5","4","7","1","0","125"
"46","Gujarat Titans","JC Buttler †","c Iyer b Vyshak","26","22","36","1","2","118.18"
"46","Gujarat Titans","N Sindhu","c Vyshak b Stoinis","15","11","15","0","1","136.36"
"46","Gujarat Titans","Washington Sundar","not out","40","23","48","5","1","173.91"
"46","Gujarat Titans","R Tewatia","c Bartlett b Jansen","2","6","11","0","0","33.33"
"46","Gujarat Titans","JO Holder","c Connolly b Arshdeep Singh","5","7","9","0","0","71.42"
"46","Gujarat Titans","Arshad Khan","not out","8","5","8","1","0","160"
"47","Lucknow Super Giants","MR Marsh","c Naman Dhir b Bosch","44","25","50","4","3","176"
"47","Lucknow Super Giants","JP Inglis","c Yadav b Ghazanfar","13","5","12","3","0","260"
"47","Lucknow Super Giants","N Pooran","c †Rickelton b Bosch","63","21","31","1","8","300"
"47","Lucknow Super Giants","RR Pant (c) †","c †Rickelton b Jacks","15","10","17","1","1","150"
"47","Lucknow Super Giants","AK Markram","not out","31","25","58","1","1","124"
"47","Lucknow Super Giants","Akshat Raghuwanshi","c & b RS Sharma","11","7","6","0","1","157.14"
"47","Lucknow Super Giants","Himmat Singh","not out","40","31","40","2","2","129.03"
"47","Mumbai Indians","RD Rickelton †","c Inglis b Mohsin Khan","83","32","57","6","8","259.37"
"47","Mumbai Indians","RG Sharma","c Mohammed Shami b Siddharth","84","44","76","6","7","190.9"
"47","Mumbai Indians","NT Tilak Varma","c Markram b Siddharth","11","13","27","0","0","84.61"
"47","Mumbai Indians","SA Yadav (c)","c Pooran b Mohammed Shami","12","7","22","2","0","171.42"
"47","Mumbai Indians","Naman Dhir","not out","23","12","19","3","1","191.66"
"47","Mumbai Indians","WG Jacks","not out","10","4","5","0","1","250"
"48","Delhi Capitals","P Nissanka","c Brevis b Mukesh Choudhary","19","15","18","3","1","126.66"
"48","Delhi Capitals","KL Rahul †","c Gaikwad b Hosein","12","13","25","2","0","92.3"
"48","Delhi Capitals","N Rana","c Kartik Sharma b Noor Ahmad","15","13","29","2","0","115.38"
"48","Delhi Capitals","KK Nair","c Gurjapneet Singh b Noor Ahmad","13","13","12","2","0","100"
"48","Delhi Capitals","AR Patel (c)","c Hosein b Gurjapneet Singh","2","6","14","0","0","33.33"
"48","Delhi Capitals","T Stubbs","c Mukesh Choudhary b Overton","38","31","47","1","2","122.58"
"48","Delhi Capitals","Sameer Rizvi","not out","40","24","47","0","4","166.66"
"48","Delhi Capitals","AR Sharma","run out (Gaikwad)","14","5","6","0","2","280"
"48","Delhi Capitals","MA Starc","not out","0","0","1","0","0","-"
"48","Chennai Super Kings","SV Samson †","not out","87","52","91","7","6","167.3"
"48","Chennai Super Kings","RD Gaikwad (c)","c Sameer Rizvi b Ngidi","6","13","19","1","0","46.15"
"48","Chennai Super Kings","UM Patel","st †Rahul b Patel","17","9","11","0","2","188.88"
"48","Chennai Super Kings","Kartik Sharma","not out","41","31","58","4","2","132.25"
"50","Lucknow Super Giants","MR Marsh","c Bethell b Hazlewood","111","56","82","9","9","198.21"
"50","Lucknow Super Giants","AA Kulkarni","c Patidar b Pandya","17","24","45","1","0","70.83"
"50","Lucknow Super Giants","N Pooran","c Pandya b Rasikh Salam","38","23","47","4","1","165.21"
"50","Lucknow Super Giants","RR Pant (c) †","not out","32","10","15","4","2","320"
"50","Lucknow Super Giants","AK Markram","not out","1","1","3","0","0","100"
"50","Royal Challengers Bengaluru","JG Bethell","c Prince Yadav b Mohammed Shami","4","5","5","1","0","80"
"50","Royal Challengers Bengaluru","V Kohli","b Prince Yadav","0","2","9","0","0","0"
"50","Royal Challengers Bengaluru","D Padikkal","c & b Prince Yadav","34","25","49","3","1","136"
"50","Royal Challengers Bengaluru","RM Patidar (c)","c Markram b Shahbaz Ahmed","61","31","54","3","6","196.77"
"50","Royal Challengers Bengaluru","JM Sharma †","c †Pant b Prince Yadav","1","3","3","0","0","33.33"
"50","Royal Challengers Bengaluru","TH David","c Rathi b Shahbaz Ahmed","40","17","26","4","3","235.29"
"50","Royal Challengers Bengaluru","KH Pandya","not out","28","16","40","2","2","175"
"50","Royal Challengers Bengaluru","R Shepherd","not out","23","15","18","3","1","153.33"
"51","Delhi Capitals","P Nissanka","st †Raghuvanshi b Roy","50","29","48","5","3","172.41"
"51","Delhi Capitals","KL Rahul †","c Green b Kartik Tyagi","23","14","21","4","0","164.28"
"51","Delhi Capitals","N Rana","c Narine b Green","8","10","13","1","0","80"
"51","Delhi Capitals","Sameer Rizvi","c Powell b Narine","3","7","9","0","0","42.85"
"51","Delhi Capitals","T Stubbs","b Roy","2","4","7","0","0","50"
"51","Delhi Capitals","AR Patel (c)","c Roy b Arora","11","22","42","0","0","50"
"51","Delhi Capitals","AR Sharma","c Rahane b Kartik Tyagi","39","28","43","3","3","139.28"
"51","Delhi Capitals","V Nigam","not out","3","3","9","0","0","100"
"51","Delhi Capitals","MA Starc","run out (†Raghuvanshi/Kartik Tyagi)","0","2","2","0","0","0"
"51","Delhi Capitals","L Ngidi","not out","1","1","2","0","0","100"
"51","Kolkata Knight Riders","AM Rahane (c)","run out (Starc)","13","9","13","1","1","144.44"
"51","Kolkata Knight Riders","FH Allen","not out","100","47","65","5","10","212.76"
"51","Kolkata Knight Riders","A Raghuvanshi †","b Patel","1","3","2","0","0","33.33"
"51","Kolkata Knight Riders","C Green","not out","33","27","49","0","2","122.22"
"52","Gujarat Titans","B Sai Sudharsan","c Archer b Yash Raj Punja","55","36","57","6","2","152.77"
"52","Gujarat Titans","Shubman Gill (c)","c Deshpande b Brijesh Sharma","84","44","85","9","3","190.9"
"52","Gujarat Titans","JC Buttler †","c Ferreira b Jadeja","13","10","9","1","1","130"
"52","Gujarat Titans","Washington Sundar","not out","37","20","37","2","3","185"
"52","Gujarat Titans","JO Holder","c Jaiswal b Brijesh Sharma","7","7","10","1","0","100"
"52","Gujarat Titans","R Tewatia","not out","14","4","9","0","2","350"
"52","Rajasthan Royals","YBK Jaiswal (c)","c Sindhu b Rabada","3","4","22","0","0","75"
"52","Rajasthan Royals","V Sooryavanshi","c Arshad Khan b Mohammed Siraj","36","16","18","3","3","225"
"52","Rajasthan Royals","DC Jurel †","b Rashid Khan","24","10","26","1","3","240"
"52","Rajasthan Royals","SO Hetmyer","c Holder b Rabada","6","7","10","1","0","85.71"
"52","Rajasthan Royals","RA Jadeja","lbw b Rashid Khan","38","25","39","3","2","152"
"52","Rajasthan Royals","D Ferreira","b Rashid Khan","4","2","1","1","0","200"
"52","Rajasthan Royals","SB Dubey","b Rashid Khan","15","14","14","1","1","107.14"
"52","Rajasthan Royals","MD Shanaka","c Shubman Gill b Holder","16","11","27","2","0","145.45"
"52","Rajasthan Royals","JC Archer","c †Buttler b Holder","5","6","5","1","0","83.33"
"52","Rajasthan Royals","TU Deshpande","c Washington Sundar b Holder","1","3","10","0","0","33.33"
"52","Rajasthan Royals","Brijesh Sharma","not out","1","1","2","0","0","100"
"53","Lucknow Super Giants","JP Inglis","c †Samson b Overton","85","33","55","10","6","257.57"
"53","Lucknow Super Giants","MR Marsh","c Brevis b Kamboj","10","10","28","0","1","100"
"53","Lucknow Super Giants","N Pooran","c sub (SN Khan) b Noor Ahmad","1","3","11","0","0","33.33"
"53","Lucknow Super Giants","RR Pant (c) †","b Overton","15","12","16","2","0","125"
"53","Lucknow Super Giants","AK Markram","run out (Brevis)","6","7","15","0","0","85.71"
"53","Lucknow Super Giants","Akshat Raghuwanshi","c Patel b Overton","18","18","26","1","0","100"
"53","Lucknow Super Giants","Shahbaz Ahmed","not out","43","25","48","3","3","172"
"53","Lucknow Super Giants","Himmat Singh","b Kamboj","17","12","30","1","1","141.66"
"53","Lucknow Super Giants","Mohammed Shami","run out (†Samson/Kamboj)","0","1","1","0","0","0"
"53","Lucknow Super Giants","Avesh Khan","not out","0","0","1","0","0","-"
"53","Chennai Super Kings","SV Samson †","b Rathi","28","14","18","3","2","200"
"53","Chennai Super Kings","RD Gaikwad (c)","b Shahbaz Ahmed","42","28","69","3","2","150"
"53","Chennai Super Kings","UM Patel","c Avesh Khan b Shahbaz Ahmed","65","23","33","2","8","282.6"
"53","Chennai Super Kings","Kartik Sharma","c Akshat Raghuwanshi b Avesh Khan","20","20","39","1","0","100"
"53","Chennai Super Kings","D Brevis","b Rathi","10","12","17","1","0","83.33"
"53","Chennai Super Kings","S Dube","not out","15","7","24","0","2","214.28"
"53","Chennai Super Kings","PR Veer","not out","17","12","22","0","2","141.66"
"54","Mumbai Indians","RD Rickelton †","c Patidar b Kumar","2","4","4","0","0","50"
"54","Mumbai Indians","RG Sharma","c †Sharma b Kumar","22","10","14","2","2","220"
"54","Mumbai Indians","Naman Dhir","b Rasikh Salam","47","32","60","5","2","146.87"
"54","Mumbai Indians","SA Yadav (c)","c Kohli b Kumar","0","1","1","0","0","0"
"54","Mumbai Indians","NT Tilak Varma","b Kumar","57","42","79","3","2","135.71"
"54","Mumbai Indians","WG Jacks","c Bethell b Shepherd","10","10","14","1","0","100"
"54","Mumbai Indians","RA Bawa","c Patidar b Hazlewood","16","14","19","1","0","114.28"
"54","Mumbai Indians","C Bosch","not out","5","5","11","0","0","100"
"54","Mumbai Indians","DL Chahar","not out","1","2","4","0","0","50"
"54","Royal Challengers Bengaluru","JG Bethell","c Tilak Varma b Bosch","27","27","65","2","0","100"
"54","Royal Challengers Bengaluru","V Kohli","c Bawa b Chahar","0","1","4","0","0","0"
"54","Royal Challengers Bengaluru","D Padikkal","c †Rickelton b Chahar","12","11","11","1","1","109.09"
"54","Royal Challengers Bengaluru","RM Patidar (c)","c †Rickelton b Bosch","8","8","11","1","0","100"
"54","Royal Challengers Bengaluru","KH Pandya","c Tilak Varma b Ghazanfar","73","46","79","4","5","158.69"
"54","Royal Challengers Bengaluru","JM Sharma †","c Naman Dhir b Bosch","18","12","23","1","2","150"
"54","Royal Challengers Bengaluru","TH David","c †Rickelton b Bosch","0","1","1","0","0","0"
"54","Royal Challengers Bengaluru","R Shepherd","c Tilak Varma b Bawa","4","11","29","0","0","36.36"
"54","Royal Challengers Bengaluru","Rasikh Salam","not out","3","2","18","0","0","150"
"54","Royal Challengers Bengaluru","B Kumar","not out","7","2","5","0","1","350"
"55","Punjab Kings","P Arya","c Parakh b Tiwari","56","33","54","2","6","169.69"
"55","Punjab Kings","Prabhsimran Singh †","c Auqib Nabi b Mukesh Kumar","18","15","42","3","0","120"
"55","Punjab Kings","SS Iyer (c)","not out","59","36","72","5","3","163.88"
"55","Punjab Kings","CPL Connolly","c Miller b Tiwari","38","27","46","3","2","140.74"
"55","Punjab Kings","MP Stoinis","c Tiwari b Starc","1","2","3","0","0","50"
"55","Punjab Kings","Shashank Singh","c Patel b Starc","0","1","1","0","0","0"
"55","Punjab Kings","Suryansh Shedge","not out","21","8","8","2","2","262.5"
"55","Delhi Capitals","KL Rahul †","c Jansen b Arshdeep Singh","9","8","14","2","0","112.5"
"55","Delhi Capitals","Abishek Porel","b Yash Thakur","5","6","9","1","0","83.33"
"55","Delhi Capitals","SU Parakh","c Chahal b Arshdeep Singh","13","6","14","1","1","216.66"
"55","Delhi Capitals","T Stubbs","run out (Connolly)","12","17","30","1","0","70.58"
"55","Delhi Capitals","AR Patel (c)","c Dwarshuis b Stoinis","56","30","49","8","2","186.66"
"55","Delhi Capitals","DA Miller","c †Prabhsimran Singh b Dwarshuis","51","28","42","3","4","182.14"
"55","Delhi Capitals","AR Sharma","c sub (P Dubey) b Yash Thakur","24","10","27","2","2","240"
"55","Delhi Capitals","M Tiwari","not out","18","8","14","2","1","225"
"55","Delhi Capitals","Auqib Nabi","not out","10","2","2","1","1","500"
"56","Gujarat Titans","B Sai Sudharsan","c Hinge b Sakib Hussain","61","44","86","5","2","138.63"
"56","Gujarat Titans","Shubman Gill (c)","c Klaasen b Hinge","5","7","11","1","0","71.42"
"56","Gujarat Titans","JC Buttler †","c †Ishan Kishan b Hinge","7","11","14","1","0","63.63"
"56","Gujarat Titans","N Sindhu","c Klaasen b Cummins","22","14","24","3","1","157.14"
"56","Gujarat Titans","Washington Sundar","c †Ishan Kishan b Sakib Hussain","50","33","56","7","1","151.51"
"56","Gujarat Titans","JO Holder","not out","11","10","21","0","0","110"
"56","Gujarat Titans","R Tewatia","not out","4","1","1","1","0","400"
"56","Sunrisers Hyderabad","TM Head","c Sindhu b Mohammed Siraj","0","4","3","0","0","0"
"56","Sunrisers Hyderabad","Abhishek Sharma","b Rabada","6","4","8","0","1","150"
"56","Sunrisers Hyderabad","Ishan Kishan †","c †Buttler b Rabada","11","7","12","1","1","157.14"
"56","Sunrisers Hyderabad","R Smaran","c Shubman Gill b Rabada","9","15","20","1","0","60"
"56","Sunrisers Hyderabad","H Klaasen","c †Buttler b Holder","14","16","35","2","0","87.5"
"56","Sunrisers Hyderabad","S Arora","c †Buttler b Prasidh Krishna","16","13","19","3","0","123.07"
"56","Sunrisers Hyderabad","K Nitish Kumar Reddy","c Washington Sundar b Holder","2","4","8","0","0","50"
"56","Sunrisers Hyderabad","PJ Cummins (c)","c Mohammed Siraj b Prasidh Krishna","19","9","23","1","2","211.11"
"56","Sunrisers Hyderabad","Shivang Kumar","c †Buttler b Holder","4","6","8","0","0","66.66"
"56","Sunrisers Hyderabad","PP Hinge","st †Buttler b Rashid Khan","3","8","14","0","0","37.5"
"56","Sunrisers Hyderabad","E Malinga","not out","0","3","4","0","0","0"
"57","Kolkata Knight Riders","AM Rahane (c)","c & b Hazlewood","19","13","23","3","1","146.15"
"57","Kolkata Knight Riders","FH Allen","c †Sharma b Kumar","18","8","11","3","1","225"
"57","Kolkata Knight Riders","A Raghuvanshi †","run out (Padikkal/Kumar)","71","46","83","7","3","154.34"
"57","Kolkata Knight Riders","C Green","b Rasikh Salam","32","24","34","3","1","133.33"
"57","Kolkata Knight Riders","RK Singh","not out","49","29","37","3","2","168.96"
"57","Royal Challengers Bengaluru","JG Bethell","c & b Kartik Tyagi","15","12","16","2","1","125"
"57","Royal Challengers Bengaluru","V Kohli","not out","105","60","108","11","3","175"
"57","Royal Challengers Bengaluru","D Padikkal","c Rahane b Kartik Tyagi","39","27","52","7","0","144.44"
"57","Royal Challengers Bengaluru","RM Patidar (c)","c Rahane b Narine","11","8","17","0","1","137.5"
"57","Royal Challengers Bengaluru","TH David","c Pandey b Kartik Tyagi","2","3","9","0","0","66.66"
"57","Royal Challengers Bengaluru","JM Sharma †","not out","8","5","8","1","0","160"
"58","Punjab Kings","P Arya","b Chahar","22","17","25","4","0","129.41"
"58","Punjab Kings","Prabhsimran Singh","c Bosch b Thakur","57","32","53","6","4","178.12"
"58","Punjab Kings","CPL Connolly","b Bawa","21","22","35","2","1","95.45"
"58","Punjab Kings","SS Iyer (c)","b Thakur","4","2","2","1","0","200"
"58","Punjab Kings","Suryansh Shedge","c Bawa b Thakur","8","5","12","0","1","160"
"58","Punjab Kings","Shashank Singh","lbw b Bosch","2","3","13","0","0","66.66"
"58","Punjab Kings","Azmatullah Omarzai","c Jacks b Chahar","38","17","26","2","4","223.52"
"58","Punjab Kings","M Jansen","b Thakur","2","7","10","0","0","28.57"
"58","Punjab Kings","Vishnu Vinod †","not out","15","8","18","1","1","187.5"
"58","Punjab Kings","XC Bartlett","not out","18","7","11","2","1","257.14"
"58","Mumbai Indians","RG Sharma","b Chahal","25","26","48","0","2","96.15"
"58","Mumbai Indians","RD Rickelton †","c Arya b Azmatullah Omarzai","48","23","29","4","4","208.69"
"58","Mumbai Indians","Naman Dhir","c Arshdeep Singh b Jansen","9","6","9","0","1","150"
"58","Mumbai Indians","NT Tilak Varma","not out","75","33","66","6","6","227.27"
"58","Mumbai Indians","SE Rutherford","c Bartlett b Azmatullah Omarzai","20","21","38","1","1","95.23"
"58","Mumbai Indians","WG Jacks","not out","25","10","21","2","2","250"
"60","Kolkata Knight Riders","AM Rahane (c)","b Mohammed Siraj","14","14","21","1","1","100"
"60","Kolkata Knight Riders","FH Allen","c Rashid Khan b Sai Kishore","93","35","60","4","10","265.71"
"60","Kolkata Knight Riders","A Raghuvanshi †","not out","82","44","83","4","7","186.36"
"60","Kolkata Knight Riders","C Green","not out","52","28","44","3","4","185.71"
"60","Gujarat Titans","B Sai Sudharsan","not out","53","28","38","6","3","189.28"
"60","Gujarat Titans","Shubman Gill (c)","c Roy b Narine","85","49","96","5","7","173.46"
"60","Gujarat Titans","N Sindhu","c Pandey b Narine","1","4","7","0","0","25"
"60","Gujarat Titans","JC Buttler †","c sub (Ramandeep Singh) b Dubey","57","35","86","5","2","162.85"
"60","Gujarat Titans","R Tewatia","c †Raghuvanshi b Green","2","4","6","0","0","50"
"62","Rajasthan Royals","YBK Jaiswal","c Starc b Ngidi","12","9","9","3","0","133.33"
"62","Rajasthan Royals","V Sooryavanshi","c Miller b Tiwari","46","21","41","5","3","219.04"
"62","Rajasthan Royals","DC Jurel †","lbw b Ngidi","53","40","100","5","2","132.5"
"62","Rajasthan Royals","R Parag (c)","c Patel b Starc","51","26","34","3","5","196.15"
"62","Rajasthan Royals","D Ferreira","c Patel b Starc","0","1","1","0","0","0"
"62","Rajasthan Royals","Ravi Singh","lbw b Starc","4","2","2","1","0","200"
"62","Rajasthan Royals","SB Dubey","c Vijay b Tiwari","5","9","9","0","0","55.55"
"62","Rajasthan Royals","MD Shanaka","c Stubbs b Starc","10","8","9","0","1","125"
"62","Rajasthan Royals","JC Archer","not out","2","2","9","0","0","100"
"62","Rajasthan Royals","AF Milne","not out","2","2","2","0","0","100"
"62","Delhi Capitals","Abishek Porel","c Ferreira b Brijesh Sharma","51","31","57","7","1","164.51"
"62","Delhi Capitals","KL Rahul †","b Shanaka","56","42","82","1","3","133.33"
"62","Delhi Capitals","SU Parakh","c †Jurel b Archer","9","8","11","1","0","112.5"
"62","Delhi Capitals","AR Patel (c)","not out","34","18","43","2","2","188.88"
"62","Delhi Capitals","T Stubbs","c Jaiswal b Archer","4","6","13","0","0","66.66"
"62","Delhi Capitals","DA Miller","c Shanaka b Brijesh Sharma","9","6","9","0","1","150"
"62","Delhi Capitals","AR Sharma","not out","18","5","7","1","2","360"
"63","Chennai Super Kings","SV Samson †","c †Ishan Kishan b Cummins","27","13","14","5","1","207.69"
"63","Chennai Super Kings","RD Gaikwad (c)","c Malinga b Cummins","15","21","65","0","0","71.42"
"63","Chennai Super Kings","UM Patel","b Sakib Hussain","13","8","12","0","2","162.5"
"63","Chennai Super Kings","Kartik Sharma","c Nitish Kumar Reddy b Cummins","32","19","25","3","2","168.42"
"63","Chennai Super Kings","D Brevis","b Malinga","44","27","45","2","4","162.96"
"63","Chennai Super Kings","S Dube","b Sakib Hussain","26","23","40","3","1","113.04"
"63","Chennai Super Kings","PR Veer","c & b Hinge","11","9","13","2","0","122.22"
"63","Chennai Super Kings","AJ Hosein","not out","3","1","8","0","0","300"
"63","Sunrisers Hyderabad","Abhishek Sharma","c Johnson b Hosein","26","21","40","3","1","123.8"
"63","Sunrisers Hyderabad","TM Head","c & b Mukesh Choudhary","6","6","13","1","0","100"
"63","Sunrisers Hyderabad","Ishan Kishan †","c Patel b Kamboj","70","47","96","7","3","148.93"
"63","Sunrisers Hyderabad","H Klaasen","st †Samson b Noor Ahmad","47","26","39","6","2","180.76"
"63","Sunrisers Hyderabad","K Nitish Kumar Reddy","c Patel b Mukesh Choudhary","11","7","17","1","0","157.14"
"63","Sunrisers Hyderabad","S Arora","not out","10","5","13","0","1","200"
"63","Sunrisers Hyderabad","R Smaran","not out","5","2","3","1","0","250"
"64","Lucknow Super Giants","MR Marsh","run out (Jaiswal)","96","57","113","11","5","168.42"
"64","Lucknow Super Giants","JP Inglis","b Yash Raj Punja","60","29","44","7","3","206.89"
"64","Lucknow Super Giants","N Pooran","c Ferreira b Yash Raj Punja","16","11","22","0","2","145.45"
"64","Lucknow Super Giants","RR Pant (c) †","run out (†Jurel/Archer)","35","23","37","2","2","152.17"
"64","Lucknow Super Giants","Abdul Samad","not out","0","0","8","0","0","-"
"64","Lucknow Super Giants","A Badoni","b Archer","0","1","1","0","0","0"
"64","Rajasthan Royals","YBK Jaiswal (c)","c †Pant b Akash Singh","43","23","36","8","1","186.95"
"64","Rajasthan Royals","V Sooryavanshi","c Abdul Samad b Mohsin Khan","93","38","75","7","10","244.73"
"64","Rajasthan Royals","DC Jurel †","not out","53","38","69","3","3","139.47"
"64","Rajasthan Royals","LG Pretorius","run out (Badoni)","7","6","13","0","0","116.66"
"64","Rajasthan Royals","D Ferreira","not out","16","10","16","1","1","160"
"65","Mumbai Indians","RD Rickelton †","c Pandey b Green","6","7","12","1","0","85.71"
"65","Mumbai Indians","RG Sharma","c Green b Dubey","15","13","21","0","2","115.38"
"65","Mumbai Indians","Naman Dhir","c Raghuvanshi b Green","0","3","3","0","0","0"
"65","Mumbai Indians","SA Yadav","b Dubey","15","6","15","2","1","250"
"65","Mumbai Indians","NT Tilak Varma","c Roy b Kartik Tyagi","20","32","49","0","1","62.5"
"65","Mumbai Indians","HH Pandya (c)","b Narine","26","27","51","2","1","96.29"
"65","Mumbai Indians","WG Jacks","run out (Singh/Varun)","14","7","18","1","1","200"
"65","Mumbai Indians","C Bosch","not out","32","18","25","3","2","177.77"
"65","Mumbai Indians","DL Chahar","c Roy b Kartik Tyagi","10","7","19","2","0","142.85"
"65","Kolkata Knight Riders","AM Rahane (c)","c †Rickelton b Bosch","21","17","30","4","0","123.52"
"65","Kolkata Knight Riders","FH Allen","b Chahar","8","5","6","2","0","160"
"65","Kolkata Knight Riders","MK Pandey","b Bumrah","45","33","70","6","0","136.36"
"65","Kolkata Knight Riders","C Green","c Ghazanfar b Bosch","4","8","6","0","0","50"
"65","Kolkata Knight Riders","R Powell","c Bosch b Ghazanfar","40","30","43","4","2","133.33"
"65","Kolkata Knight Riders","RK Singh","not out","9","5","23","2","0","180"
"65","Kolkata Knight Riders","T Dahiya †","c †Rickelton b Bosch","11","12","13","2","0","91.66"
"65","Kolkata Knight Riders","AS Roy","not out","4","4","4","0","0","100"
"66","Gujarat Titans","B Sai Sudharsan","c Short b Kamboj","84","53","106","7","4","158.49"
"66","Gujarat Titans","Shubman Gill (c)","c Dube b Johnson","64","37","69","7","3","172.97"
"66","Gujarat Titans","JC Buttler †","not out","57","27","46","5","4","211.11"
"66","Gujarat Titans","R Tewatia","run out (Gaikwad)","0","1","1","0","0","0"
"66","Gujarat Titans","Washington Sundar","c Patel b Mukesh Choudhary","7","3","8","0","1","233.33"
"66","Chennai Super Kings","SV Samson †","c †Buttler b Mohammed Siraj","0","1","1","0","0","0"
"66","Chennai Super Kings","MW Short","c Prasidh Krishna b Rabada","24","14","28","3","1","171.42"
"66","Chennai Super Kings","RD Gaikwad (c)","b Mohammed Siraj","16","7","10","1","2","228.57"
"66","Chennai Super Kings","UM Patel","c Prasidh Krishna b Mohammed Siraj","0","2","3","0","0","0"
"66","Chennai Super Kings","Kartik Sharma","run out (Shubman Gill)","19","15","20","3","0","126.66"
"66","Chennai Super Kings","D Brevis","c Holder b Rashid Khan","8","10","43","0","0","80"
"66","Chennai Super Kings","S Dube","c Shubman Gill b Rashid Khan","47","17","21","4","4","276.47"
"66","Chennai Super Kings","A Kamboj","c Holder b Rashid Khan","19","8","8","1","2","237.5"
"66","Chennai Super Kings","Noor Ahmad","c & b Rabada","1","5","6","0","0","20"
"66","Chennai Super Kings","Mukesh Choudhary","not out","2","2","5","0","0","100"
"66","Chennai Super Kings","SH Johnson","c †Buttler b Rabada","0","1","1","0","0","0"
"67","Sunrisers Hyderabad","Abhishek Sharma","c sub (JM Cox) b Suyash Sharma","56","22","43","4","5","254.54"
"67","Sunrisers Hyderabad","TM Head","b Rasikh Salam","26","16","18","5","0","162.5"
"67","Sunrisers Hyderabad","Ishan Kishan †","c Padikkal b Rasikh Salam","79","46","92","8","3","171.73"
"67","Sunrisers Hyderabad","H Klaasen","c Iyer b Pandya","51","24","49","2","5","212.5"
"67","Sunrisers Hyderabad","K Nitish Kumar Reddy","not out","29","12","17","1","3","241.66"
"67","Royal Challengers Bengaluru","VR Iyer","c Abhishek Sharma b Malinga","44","19","28","4","4","231.57"
"67","Royal Challengers Bengaluru","V Kohli","c Smaran b Sakib Hussain","15","11","36","2","0","136.36"
"67","Royal Challengers Bengaluru","D Padikkal","c Abhishek Sharma b Malinga","21","14","24","2","1","150"
"67","Royal Challengers Bengaluru","RM Patidar (c)","c Smaran b Head","56","39","70","6","1","143.58"
"67","Royal Challengers Bengaluru","KH Pandya","not out","41","31","60","5","0","132.25"
"67","Royal Challengers Bengaluru","TH David","not out","15","7","7","1","1","214.28"
